Período,1º Campo,2º Campo,Milha,KPI,Meta 4 Pontos,Meta 2 Pontos,Resultado Final,PESO,Pontuação Máxima,Pontuação Atingida,GAP Pontuação,GAP Peso Ponderado
W14,JM TRANSP.,,SAFETY,Aderência Treinamentos Safety Dispatcher,> 97 %,> 95 %,100 %,2.5,10,10,0.00 🟢,0
W20,JM TRANSP.,,SAFETY,Aderência Treinamentos Safety Dispatcher,> 97 %,> 95 %,100 %,2.5,10,10,0.00 🟢,0
W12,JM TRANSP.,,SAFETY,Aderência Treinamentos Safety Dispatcher,> 97 %,> 95 %,100 %,2.5,10,10,0.00 🟢,0
Abr,JM TRANSP.,,SAFETY,Aderência Treinamentos Safety Dispatcher,> 97 %,> 95 %,100 %,2.5,10,10,0.00 🟢,0
W11,JM TRANSP.,,SAFETY,Aderência Treinamentos Safety Dispatcher,> 97 %,> 95 %,100 %,2.5,10,10,0.00 🟢,0
W17,JM TRANSP.,,SAFETY,Aderência Treinamentos Safety Dispatcher,> 97 %,> 95 %,100 %,2.5,10,10,0.00 🟢,0
W7,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W15,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W9,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
Mai,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W12,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W14,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W13,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W19,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W25,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W29,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W20,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W16,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
Mar,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W27,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
Abr,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
Fev,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W18,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W23,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W6,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W10,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W17,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W21,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W28,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W22,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W11,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W8,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
Jul,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
W26,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W24,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,,0,0,0,0.00 🟢,0
Jun,JM TRANSP.,,SAFETY,Acidente Fatal,> 0,,0,0,0,0,0.00 🟢,0
W24,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.9 %,> 95.9 %,96.4 %,7,28,14,-14.00 🔴,0
W19,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 98 %,> 96 %,97.49 %,7,28,14,-14.00 🔴,0
W22,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 98 %,> 96 %,97.91 %,7,28,14,-14.00 🔴,0
Mar,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.8 %,> 95.8 %,97.78 %,7,28,14,-14.00 🔴,0
W15,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,98.39 %,7,28,28,0.00 🟢,0
W7,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,96.36 %,7,28,14,-14.00 🔴,0
W28,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 98 %,> 96 %,97.35 %,7,28,14,-14.00 🔴,0
W29,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 98 %,> 96 %,88.67 %,7,28,0,-28.00 🔴,0
Jun,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.9 %,> 95.9 %,96.85 %,7,28,14,-14.00 🔴,0
W9,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,98.65 %,7,28,28,0.00 🟢,0
W18,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.56 %,> 95.56 %,98.34 %,7,28,28,0.00 🟢,0
W13,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.8 %,> 95.8 %,98.69 %,7,28,28,0.00 🟢,0
W26,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.9 %,> 95.9 %,97.69 %,7,28,14,-14.00 🔴,0
Fev,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,97.78 %,7,28,28,0.00 🟢,0
W27,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.97 %,> 95.97 %,97.86 %,7,28,14,-14.00 🔴,0
Abr,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,98.39 %,7,28,28,0.00 🟢,0
Jul,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 98 %,> 96 %,96.15 %,7,28,14,-14.00 🔴,0
W21,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 98 %,> 96 %,95.51 %,7,28,0,-28.00 🔴,1
Mai,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 98 %,> 96 %,96.75 %,7,28,14,-14.00 🔴,0
W12,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.8 %,> 95.8 %,98.16 %,7,28,28,0.00 🟢,0
W25,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.9 %,> 95.9 %,97.3 %,7,28,14,-14.00 🔴,0
W11,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.8 %,> 95.8 %,98.55 %,7,28,28,0.00 🟢,0
W23,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.9 %,> 95.9 %,95.65 %,7,28,0,-28.00 🔴,1
W10,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.8 %,> 95.8 %,95.71 %,7,28,0,-28.00 🔴,0
W17,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,98.15 %,7,28,28,0.00 🟢,0
W8,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,97.96 %,7,28,28,0.00 🟢,0
W16,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,99.01 %,7,28,28,0.00 🟢,0
W14,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.59 %,> 95.59 %,98.04 %,7,28,28,0.00 🟢,0
W6,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 97.4 %,> 95.4 %,97.9 %,7,28,28,0.00 🟢,0
W20,JM TRANSP.,,FM - FULL,Pickup Sucess (SI) FULL,> 98 %,> 96 %,95.97 %,7,28,0,-28.00 🔴,1
W25,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.6 %,> 90.6 %,93.37 %,6,24,24,0.00 🟢,0
W26,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.6 %,> 90.6 %,94.82 %,6,24,24,0.00 🟢,0
W16,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.9 %,> 91.9 %,97.59 %,6,24,24,0.00 🟢,0
Fev,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.7 %,> 90.7 %,95.63 %,6,24,24,0.00 🟢,0
Abr,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.9 %,> 91.9 %,97.11 %,6,24,24,0.00 🟢,0
W21,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 94.2 %,> 92.2 %,89.49 %,6,24,0,-24.00 🔴,1
W20,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 94.2 %,> 92.2 %,93.69 %,6,24,12,-12.00 🔴,0
W28,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93 %,> 91 %,94.01 %,6,24,24,0.00 🟢,0
W12,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.6 %,> 91.6 %,96.32 %,6,24,24,0.00 🟢,0
W13,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.6 %,> 91.6 %,96.06 %,6,24,24,0.00 🟢,0
Mar,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.6 %,> 91.6 %,95.81 %,6,24,24,0.00 🟢,0
W17,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.9 %,> 91.9 %,96.89 %,6,24,24,0.00 🟢,0
W14,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.76 %,> 91.76 %,96.43 %,6,24,24,0.00 🟢,0
W29,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93 %,> 91 %,86.06 %,6,24,0,-24.00 🔴,0
W19,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 94.2 %,> 92.2 %,94.07 %,6,24,12,-12.00 🔴,0
W23,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.65 %,> 90.65 %,89.53 %,6,24,0,-24.00 🔴,1
W18,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.98 %,> 91.98 %,97.18 %,6,24,24,0.00 🟢,0
W27,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.87 %,> 90.87 %,94.29 %,6,24,24,0.00 🟢,0
W24,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.6 %,> 90.6 %,88.75 %,6,24,0,-24.00 🔴,1
W10,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.6 %,> 91.6 %,93.25 %,6,24,12,-12.00 🔴,0
W22,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 94.2 %,> 92.2 %,92.02 %,6,24,0,-24.00 🔴,1
Mai,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 94.2 %,> 92.2 %,92.12 %,6,24,0,-24.00 🔴,1
W7,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.7 %,> 90.7 %,93.36 %,6,24,24,0.00 🟢,0
W15,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.9 %,> 91.9 %,96.94 %,6,24,24,0.00 🟢,0
W6,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.7 %,> 90.7 %,96.9 %,6,24,24,0.00 🟢,0
W11,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93.6 %,> 91.6 %,97.53 %,6,24,24,0.00 🟢,0
W8,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.7 %,> 90.7 %,95.95 %,6,24,24,0.00 🟢,0
Jun,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.6 %,> 90.6 %,91.75 %,6,24,12,-12.00 🔴,0
Jul,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 93 %,> 91 %,92.94 %,6,24,12,-12.00 🔴,0
W9,JM TRANSP.,,FM - FULL,Pickup Sucess (Ontime) FULL,> 92.7 %,> 90.7 %,96.24 %,6,24,24,0.00 🟢,0
W29,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,94.23 %,3,12,6,-6.00 🔴,0
W14,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,95.91 %,3,12,12,0.00 🟢,0
Mai,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,94.78 %,3,12,6,-6.00 🔴,0
W13,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,94.62 %,3,12,6,-6.00 🔴,0
W18,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,94.92 %,3,12,6,-6.00 🔴,0
Mar,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,92.66 %,3,12,0,-12.00 🔴,0
W22,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,94.4 %,3,12,6,-6.00 🔴,0
W9,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,95.74 %,3,12,12,0.00 🟢,0
W27,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,96.79 %,3,12,12,0.00 🟢,0
W11,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,88.65 %,3,12,0,-12.00 🔴,0
W16,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,97.11 %,3,12,12,0.00 🟢,0
W7,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,77.78 %,3,12,0,-12.00 🔴,0
W10,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,95.06 %,3,12,12,0.00 🟢,0
Abr,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,96.43 %,3,12,12,0.00 🟢,0
W28,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,93.13 %,3,12,6,-6.00 🔴,0
W24,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,94.7 %,3,12,6,-6.00 🔴,0
W20,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,94.79 %,3,12,6,-6.00 🔴,0
W15,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,96.93 %,3,12,12,0.00 🟢,0
Fev,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,86.47 %,3,12,0,-12.00 🔴,0
Jul,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,94.5 %,3,12,6,-6.00 🔴,0
W8,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,92.73 %,3,12,0,-12.00 🔴,0
W19,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,97.41 %,3,12,12,0.00 🟢,0
W17,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,95.24 %,3,12,12,0.00 🟢,0
W6,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,79.7 %,3,12,0,-12.00 🔴,0
W25,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,97.87 %,3,12,12,0.00 🟢,0
W23,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,98.47 %,3,12,12,0.00 🟢,0
Jun,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,96.85 %,3,12,12,0.00 🟢,0
W26,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,96.17 %,3,12,12,0.00 🟢,0
W21,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,93.36 %,3,12,6,-6.00 🔴,0
W12,JM TRANSP.,,FM - FULL,Aderência ao Perfil FULL,> 95 %,> 93 %,91.24 %,3,12,0,-12.00 🔴,0
W19,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,95.3 %,3,12,12,0.00 🟢,0
W29,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,91.76 %,3,12,12,0.00 🟢,0
W15,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,93.44 %,3,12,12,0.00 🟢,0
W24,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,91.32 %,3,12,12,0.00 🟢,0
W28,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,93.65 %,3,12,12,0.00 🟢,0
W8,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,95.88 %,3,12,12,0.00 🟢,0
Jul,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,93.92 %,3,12,12,0.00 🟢,0
W25,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,89.06 %,3,12,12,0.00 🟢,0
W13,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,92.86 %,3,12,12,0.00 🟢,0
W18,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,92.08 %,3,12,12,0.00 🟢,0
W12,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,90.83 %,3,12,12,0.00 🟢,0
W17,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,92.66 %,3,12,12,0.00 🟢,0
W27,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,94.62 %,3,12,12,0.00 🟢,0
W23,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,92.51 %,3,12,12,0.00 🟢,0
W22,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,95.33 %,3,12,12,0.00 🟢,0
W6,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,94.26 %,3,12,12,0.00 🟢,0
Mar,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,91.62 %,3,12,12,0.00 🟢,0
W11,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,91.82 %,3,12,12,0.00 🟢,0
Fev,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,94.83 %,3,12,12,0.00 🟢,0
W14,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,81.97 %,3,12,0,-12.00 🔴,0
W10,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,94.41 %,3,12,12,0.00 🟢,0
Jun,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,91.58 %,3,12,12,0.00 🟢,0
Mai,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,93.45 %,3,12,12,0.00 🟢,0
W16,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,92.86 %,3,12,12,0.00 🟢,0
W20,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,93.75 %,3,12,12,0.00 🟢,0
W7,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,95.54 %,3,12,12,0.00 🟢,0
Abr,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,92.37 %,3,12,12,0.00 🟢,0
W21,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,90.57 %,3,12,12,0.00 🟢,0
W26,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,93.19 %,3,12,12,0.00 🟢,0
W9,JM TRANSP.,,FM - FULL,1º Bipe FULL,> 85 %,> 83 %,93.86 %,3,12,12,0.00 🟢,0
W10,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,92.23 %,3,12,0,-12.00 🔴,0
W6,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,88.59 %,3,12,0,-12.00 🔴,0
W25,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,84.96 %,3,12,0,-12.00 🔴,0
W26,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,85.83 %,3,12,0,-12.00 🔴,0
W11,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,94.82 %,3,12,6,-6.00 🔴,0
Abr,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,84.77 %,3,12,0,-12.00 🔴,0
W20,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,86.54 %,3,12,0,-12.00 🔴,0
W24,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,84.79 %,3,12,0,-12.00 🔴,0
W29,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,,3,12,0,-12.00 🔴,0
Jul,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,76.57 %,3,12,0,-12.00 🔴,0
W21,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,87.56 %,3,12,0,-12.00 🔴,0
W19,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,80.91 %,3,12,0,-12.00 🔴,0
W14,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,85 %,3,12,0,-12.00 🔴,0
W18,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,81.45 %,3,12,0,-12.00 🔴,0
W23,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,89.46 %,3,12,0,-12.00 🔴,0
W8,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,95.51 %,3,12,12,0.00 🟢,0
W12,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,91.88 %,3,12,0,-12.00 🔴,0
W28,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,84.96 %,3,12,0,-12.00 🔴,0
W22,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,87.38 %,3,12,0,-12.00 🔴,0
W9,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,91.54 %,3,12,0,-12.00 🔴,0
Mai,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,83.69 %,3,12,0,-12.00 🔴,0
W13,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,88 %,3,12,0,-12.00 🔴,0
W7,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,88.07 %,3,12,0,-12.00 🔴,0
W15,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,81.63 %,3,12,0,-12.00 🔴,0
Jun,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,86.68 %,3,12,0,-12.00 🔴,0
Mar,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,90.55 %,3,12,0,-12.00 🔴,0
Fev,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,90.93 %,3,12,0,-12.00 🔴,0
W16,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,87.7 %,3,12,0,-12.00 🔴,0
W27,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,82.54 %,3,12,0,-12.00 🔴,0
W17,JM TRANSP.,,FM - FULL,% Utilização Frota Fixa FULL,> 95 %,> 93 %,82.88 %,3,12,0,-12.00 🔴,0
W23,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,91.29 %,3,12,0,-12.00 🔴,0
W13,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,97.3 %,3,12,12,0.00 🟢,0
W29,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,42.16 %,3,12,0,-12.00 🔴,0
Abr,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,102.45 %,3,12,12,0.00 🟢,0
W16,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,98.55 %,3,12,12,0.00 🟢,0
W25,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,87.27 %,3,12,0,-12.00 🔴,0
W12,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,95.9 %,3,12,12,0.00 🟢,0
W7,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,91.73 %,3,12,6,-6.00 🔴,0
W8,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,91.07 %,3,12,6,-6.00 🔴,0
W28,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,92.67 %,3,12,0,-12.00 🔴,0
W14,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 93.65 %,> 91.65 %,97.22 %,3,12,12,0.00 🟢,0
W10,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,87.57 %,3,12,0,-12.00 🔴,0
W27,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,96.69 %,3,12,12,0.00 🟢,0
W17,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,100 %,3,12,12,0.00 🟢,0
W24,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,87.25 %,3,12,0,-12.00 🔴,0
Jul,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,84.77 %,3,12,0,-12.00 🔴,0
W11,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,93.89 %,3,12,12,0.00 🟢,0
W6,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,97.69 %,3,12,12,0.00 🟢,0
W9,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 92 %,> 90 %,82.58 %,3,12,0,-12.00 🔴,0
W21,JM TRANSP.,,FM - FULL,Ad. Config FULL,> 95 %,> 93 %,276.54 %,3,12,12,0.00 🟢,0
